ontology	gene_id	kegg_ID	kegg_name	evidence
kegg	IGF2R	hsa04142	Lysosome	
kegg	IGFBP3	hsa04115	"p53 signaling pathway"	
kegg	IGSF5	hsa04530	"Tight junction"	
kegg	IGSF5	hsa05120	"Epithelial cell signaling in Helicobacter pylori infection"	
kegg	IHH	hsa04340	"Hedgehog signaling pathway"	
kegg	IKBKB	hsa04010	"MAPK signaling pathway"	
kegg	IKBKB	hsa04062	"Chemokine signaling pathway"	
kegg	IKBKB	hsa04210	Apoptosis	
kegg	IKBKB	hsa04380	"Osteoclast differentiation"	
kegg	IKBKB	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IKBKB	hsa04621	"NOD-like receptor signaling pathway"	
kegg	IKBKB	hsa04622	"RIG-I-like receptor signaling pathway"	
kegg	IKBKB	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	IKBKB	hsa04660	"T cell receptor signaling pathway"	
kegg	IKBKB	hsa04662	"B cell receptor signaling pathway"	
kegg	IKBKB	hsa04722	"Neurotrophin signaling pathway"	
kegg	IKBKB	hsa04910	"Insulin signaling pathway"	
kegg	IKBKB	hsa04920	"Adipocytokine signaling pathway"	
kegg	IKBKB	hsa04930	"Type II diabetes mellitus"	
kegg	IKBKB	hsa05120	"Epithelial cell signaling in Helicobacter pylori infection"	
kegg	IKBKB	hsa05131	Shigellosis	
kegg	IKBKB	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	IKBKB	hsa05145	Toxoplasmosis	
kegg	IKBKB	hsa05160	"Hepatitis C"	
kegg	IKBKB	hsa05200	"Pathways in cancer"	
kegg	IKBKB	hsa05212	"Pancreatic cancer"	
kegg	IKBKB	hsa05215	"Prostate cancer"	
kegg	IKBKB	hsa05220	"Chronic myeloid leukemia"	
kegg	IKBKB	hsa05221	"Acute myeloid leukemia"	
kegg	IKBKB	hsa05222	"Small cell lung cancer"	
kegg	IKBKE	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IKBKE	hsa04622	"RIG-I-like receptor signaling pathway"	
kegg	IKBKE	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	IKBKE	hsa05160	"Hepatitis C"	
kegg	IL10	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL10	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL10	hsa04660	"T cell receptor signaling pathway"	
kegg	IL10	hsa04672	"Intestinal immune network for IgA production"	
kegg	IL10	hsa05140	Leishmaniasis	
kegg	IL10	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	IL10	hsa05143	"African trypanosomiasis"	
kegg	IL10	hsa05144	Malaria	
kegg	IL10	hsa05145	Toxoplasmosis	
kegg	IL10	hsa05146	Amoebiasis	
kegg	IL10	hsa05150	"Staphylococcus aureus infection"	
kegg	IL10	hsa05310	Asthma	
kegg	IL10	hsa05320	"Autoimmune thyroid disease"	
kegg	IL10	hsa05322	"Systemic lupus erythematosus"	
kegg	IL10	hsa05330	"Allograft rejection"	
kegg	IL11	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL11	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL11	hsa04640	"Hematopoietic cell lineage"	
kegg	IL11	hsa05323	"Rheumatoid arthritis"	
kegg	IL11RA	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL11RA	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL11RA	hsa04640	"Hematopoietic cell lineage"	
kegg	IL12A	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL12A	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IL12A	hsa04622	"RIG-I-like receptor signaling pathway"	
kegg	IL12A	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL12A	hsa04940	"Type I diabetes mellitus"	
kegg	IL12A	hsa05140	Leishmaniasis	
kegg	IL12A	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	IL12A	hsa05143	"African trypanosomiasis"	
kegg	IL12A	hsa05144	Malaria	
kegg	IL12A	hsa05145	Toxoplasmosis	
kegg	IL12A	hsa05146	Amoebiasis	
kegg	IL12A	hsa05330	"Allograft rejection"	
kegg	IL12RB1	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL12RB1	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL12RB2	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL12RB2	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL13	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL13	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL13	hsa04664	"Fc epsilon RI signaling pathway"	
kegg	IL13	hsa05310	Asthma	
kegg	IL13RA1	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL13RA1	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL13RA2	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL15	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL15	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL15	hsa04672	"Intestinal immune network for IgA production"	
kegg	IL15	hsa05323	"Rheumatoid arthritis"	
kegg	IL15RA	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL15RA	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL15RA	hsa04672	"Intestinal immune network for IgA production"	
kegg	IL17A	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL17A	hsa05323	"Rheumatoid arthritis"	
kegg	IL17B	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL17RA	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL17RB	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL18	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL18	hsa04621	"NOD-like receptor signaling pathway"	
kegg	IL18	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	IL18	hsa05143	"African trypanosomiasis"	
kegg	IL18	hsa05144	Malaria	
kegg	IL18	hsa05323	"Rheumatoid arthritis"	
kegg	IL18R1	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL18RAP	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL19	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL19	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL1A	hsa04010	"MAPK signaling pathway"	
kegg	IL1A	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL1A	hsa04210	Apoptosis	
kegg	IL1A	hsa04380	"Osteoclast differentiation"	
kegg	IL1A	hsa04640	"Hematopoietic cell lineage"	
kegg	IL1A	hsa04940	"Type I diabetes mellitus"	
kegg	IL1A	hsa05020	"Prion diseases"	
kegg	IL1A	hsa05140	Leishmaniasis	
kegg	IL1A	hsa05323	"Rheumatoid arthritis"	
kegg	IL1A	hsa05332	"Graft-versus-host disease"	
kegg	IL1B	hsa04010	"MAPK signaling pathway"	
kegg	IL1B	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL1B	hsa04210	Apoptosis	
kegg	IL1B	hsa04380	"Osteoclast differentiation"	
kegg	IL1B	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IL1B	hsa04621	"NOD-like receptor signaling pathway"	
kegg	IL1B	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	IL1B	hsa04640	"Hematopoietic cell lineage"	
kegg	IL1B	hsa04940	"Type I diabetes mellitus"	
kegg	IL1B	hsa05010	"Alzheimer's disease"	
kegg	IL1B	hsa05020	"Prion diseases"	
kegg	IL1B	hsa05140	Leishmaniasis	
kegg	IL1B	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	IL1B	hsa05143	"African trypanosomiasis"	
kegg	IL1B	hsa05144	Malaria	
kegg	IL1B	hsa05146	Amoebiasis	
kegg	IL1B	hsa05323	"Rheumatoid arthritis"	
kegg	IL1B	hsa05332	"Graft-versus-host disease"	
kegg	IL1R1	hsa04010	"MAPK signaling pathway"	
kegg	IL1R1	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL1R1	hsa04210	Apoptosis	
kegg	IL1R1	hsa04380	"Osteoclast differentiation"	
kegg	IL1R1	hsa04640	"Hematopoietic cell lineage"	
kegg	IL1R1	hsa05146	Amoebiasis	
kegg	IL1R2	hsa04010	"MAPK signaling pathway"	
kegg	IL1R2	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL1R2	hsa04640	"Hematopoietic cell lineage"	
kegg	IL1R2	hsa05146	Amoebiasis	
kegg	IL1RAP	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL1RAP	hsa04210	Apoptosis	
kegg	IL2	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL2	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL2	hsa04660	"T cell receptor signaling pathway"	
kegg	IL2	hsa04672	"Intestinal immune network for IgA production"	
kegg	IL2	hsa04940	"Type I diabetes mellitus"	
kegg	IL2	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	IL2	hsa05320	"Autoimmune thyroid disease"	
kegg	IL2	hsa05330	"Allograft rejection"	
kegg	IL2	hsa05332	"Graft-versus-host disease"	
kegg	IL20	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL20	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL20RA	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL20RA	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL20RB	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL20RB	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL21	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL21	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL21R	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL21R	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL22	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL22	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL22RA1	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL22RA1	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL22RA2	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL22RA2	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL23A	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL23A	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL23A	hsa05323	"Rheumatoid arthritis"	
kegg	IL23R	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL23R	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL24	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL24	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL25	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL26	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL26	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL2RB	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL2RB	hsa04144	Endocytosis	
kegg	IL2RB	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL3	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL3	hsa04210	Apoptosis	
kegg	IL3	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL3	hsa04640	"Hematopoietic cell lineage"	
kegg	IL3	hsa04664	"Fc epsilon RI signaling pathway"	
kegg	IL3	hsa05310	Asthma	
kegg	IL33	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	IL3RA	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL3RA	hsa04210	Apoptosis	
kegg	IL3RA	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL3RA	hsa04640	"Hematopoietic cell lineage"	
kegg	IL4	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL4	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL4	hsa04640	"Hematopoietic cell lineage"	
kegg	IL4	hsa04660	"T cell receptor signaling pathway"	
kegg	IL4	hsa04664	"Fc epsilon RI signaling pathway"	
kegg	IL4	hsa04672	"Intestinal immune network for IgA production"	
kegg	IL4	hsa05140	Leishmaniasis	
kegg	IL4	hsa05310	Asthma	
kegg	IL4	hsa05320	"Autoimmune thyroid disease"	
kegg	IL4	hsa05330	"Allograft rejection"	
kegg	IL4I1	hsa00250	"Alanine, aspartate and glutamate metabolism"	
kegg	IL4I1	hsa00270	"Cysteine and methionine metabolism"	
kegg	IL4I1	hsa00280	"Valine, leucine and isoleucine degradation"	
kegg	IL4I1	hsa00350	"Tyrosine metabolism"	
kegg	IL4I1	hsa00360	"Phenylalanine metabolism"	
kegg	IL4I1	hsa00380	"Tryptophan metabolism"	
kegg	IL4I1	hsa00400	"Phenylalanine, tyrosine and tryptophan biosynthesis"	
kegg	IL4I1	hsa01100	"Metabolic pathways"	
kegg	IL4R	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL4R	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL4R	hsa04640	"Hematopoietic cell lineage"	
kegg	IL5	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL5	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL5	hsa04640	"Hematopoietic cell lineage"	
kegg	IL5	hsa04660	"T cell receptor signaling pathway"	
kegg	IL5	hsa04664	"Fc epsilon RI signaling pathway"	
kegg	IL5	hsa04672	"Intestinal immune network for IgA production"	
kegg	IL5	hsa05310	Asthma	
kegg	IL5	hsa05320	"Autoimmune thyroid disease"	
kegg	IL5	hsa05330	"Allograft rejection"	
kegg	IL5RA	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL5RA	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL5RA	hsa04640	"Hematopoietic cell lineage"	
kegg	IL6	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL6	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IL6	hsa04621	"NOD-like receptor signaling pathway"	
kegg	IL6	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	IL6	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL6	hsa04640	"Hematopoietic cell lineage"	
kegg	IL6	hsa04672	"Intestinal immune network for IgA production"	
kegg	IL6	hsa05020	"Prion diseases"	
kegg	IL6	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	IL6	hsa05143	"African trypanosomiasis"	
kegg	IL6	hsa05144	Malaria	
kegg	IL6	hsa05146	Amoebiasis	
kegg	IL6	hsa05200	"Pathways in cancer"	
kegg	IL6	hsa05323	"Rheumatoid arthritis"	
kegg	IL6	hsa05332	"Graft-versus-host disease"	
kegg	IL6	hsa05410	"Hypertrophic cardiomyopathy (HCM)"	
kegg	IL6R	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL6R	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL6R	hsa04640	"Hematopoietic cell lineage"	
kegg	IL6ST	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL6ST	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL7	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL7	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL7	hsa04640	"Hematopoietic cell lineage"	
kegg	IL8	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL8	hsa04062	"Chemokine signaling pathway"	
kegg	IL8	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IL8	hsa04621	"NOD-like receptor signaling pathway"	
kegg	IL8	hsa04622	"RIG-I-like receptor signaling pathway"	
kegg	IL8	hsa05120	"Epithelial cell signaling in Helicobacter pylori infection"	
kegg	IL8	hsa05131	Shigellosis	
kegg	IL8	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	IL8	hsa05144	Malaria	
kegg	IL8	hsa05146	Amoebiasis	
kegg	IL8	hsa05160	"Hepatitis C"	
kegg	IL8	hsa05200	"Pathways in cancer"	
kegg	IL8	hsa05219	"Bladder cancer"	
kegg	IL8	hsa05323	"Rheumatoid arthritis"	
kegg	IL9	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL9	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL9	hsa05310	Asthma	
kegg	IL9R	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	IL9R	hsa04630	"Jak-STAT signaling pathway"	
kegg	IL9R	hsa04640	"Hematopoietic cell lineage"	
kegg	IMMP1L	hsa03060	"Protein export"	
kegg	IMMP2L	hsa03060	"Protein export"	
kegg	IMP3	hsa03008	"Ribosome biogenesis in eukaryotes"	
kegg	IMP4	hsa03008	"Ribosome biogenesis in eukaryotes"	
kegg	IMPA1	hsa00562	"Inositol phosphate metabolism"	
kegg	IMPA1	hsa01100	"Metabolic pathways"	
kegg	IMPA1	hsa04070	"Phosphatidylinositol signaling system"	
kegg	IMPA2	hsa00562	"Inositol phosphate metabolism"	
kegg	IMPA2	hsa01100	"Metabolic pathways"	
kegg	IMPA2	hsa04070	"Phosphatidylinositol signaling system"	
kegg	IMPDH1	hsa00230	"Purine metabolism"	
kegg	IMPDH1	hsa00983	"Drug metabolism - other enzymes"	
kegg	IMPDH1	hsa01100	"Metabolic pathways"	
kegg	IMPDH2	hsa00230	"Purine metabolism"	
kegg	IMPDH2	hsa00983	"Drug metabolism - other enzymes"	
kegg	IMPDH2	hsa01100	"Metabolic pathways"	
kegg	INADL	hsa04530	"Tight junction"	
kegg	INHBA	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	INHBA	hsa04350	"TGF-beta signaling pathway"	
kegg	INHBB	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	INHBB	hsa04350	"TGF-beta signaling pathway"	
kegg	INHBC	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	INHBC	hsa04350	"TGF-beta signaling pathway"	
kegg	INHBE	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	INHBE	hsa04350	"TGF-beta signaling pathway"	
kegg	INMT	hsa00380	"Tryptophan metabolism"	
kegg	INMT	hsa00450	"Selenocompound metabolism"	
kegg	INPP1	hsa00562	"Inositol phosphate metabolism"	
kegg	INPP1	hsa01100	"Metabolic pathways"	
kegg	INPP1	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INPP4A	hsa00562	"Inositol phosphate metabolism"	
kegg	INPP4A	hsa01100	"Metabolic pathways"	
kegg	INPP4A	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INPP4B	hsa00562	"Inositol phosphate metabolism"	
kegg	INPP4B	hsa01100	"Metabolic pathways"	
kegg	INPP4B	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INPP5A	hsa00562	"Inositol phosphate metabolism"	
kegg	INPP5A	hsa01100	"Metabolic pathways"	
kegg	INPP5A	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INPP5B	hsa00562	"Inositol phosphate metabolism"	
kegg	INPP5B	hsa01100	"Metabolic pathways"	
kegg	INPP5B	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INPP5D	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INPP5D	hsa04662	"B cell receptor signaling pathway"	
kegg	INPP5D	hsa04664	"Fc epsilon RI signaling pathway"	
kegg	INPP5D	hsa04666	"Fc gamma R-mediated phagocytosis"	
kegg	INPP5D	hsa04910	"Insulin signaling pathway"	
kegg	INPP5E	hsa00562	"Inositol phosphate metabolism"	
kegg	INPP5E	hsa01100	"Metabolic pathways"	
kegg	INPP5E	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INPP5J	hsa00562	"Inositol phosphate metabolism"	
kegg	INPP5J	hsa01100	"Metabolic pathways"	
kegg	INPP5J	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INPP5K	hsa00562	"Inositol phosphate metabolism"	
kegg	INPP5K	hsa01100	"Metabolic pathways"	
kegg	INPP5K	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INPP5K	hsa04910	"Insulin signaling pathway"	
kegg	INPPL1	hsa00562	"Inositol phosphate metabolism"	
kegg	INPPL1	hsa01100	"Metabolic pathways"	
kegg	INPPL1	hsa04070	"Phosphatidylinositol signaling system"	
kegg	INS	hsa04114	"Oocyte meiosis"	
kegg	INS	hsa04140	"Regulation of autophagy"	
kegg	INS	hsa04150	"mTOR signaling pathway"	
kegg	INS	hsa04810	"Regulation of actin cytoskeleton"	
kegg	INS	hsa04910	"Insulin signaling pathway"	
kegg	INS	hsa04914	"Progesterone-mediated oocyte maturation"	
kegg	INS	hsa04930	"Type II diabetes mellitus"	
kegg	INS	hsa04940	"Type I diabetes mellitus"	
kegg	INS	hsa04950	"Maturity onset diabetes of the young"	
kegg	INS	hsa04960	"Aldosterone-regulated sodium reabsorption"	
kegg	INS	hsa05215	"Prostate cancer"	
kegg	INSR	hsa04520	"Adherens junction"	
kegg	INSR	hsa04910	"Insulin signaling pathway"	
kegg	INSR	hsa04930	"Type II diabetes mellitus"	
kegg	INSR	hsa04960	"Aldosterone-regulated sodium reabsorption"	
kegg	INSRR	hsa04810	"Regulation of actin cytoskeleton"	
kegg	INSRR	hsa05215	"Prostate cancer"	
kegg	IPMK	hsa00562	"Inositol phosphate metabolism"	
kegg	IPPK	hsa00562	"Inositol phosphate metabolism"	
kegg	IPPK	hsa01100	"Metabolic pathways"	
kegg	IPPK	hsa04070	"Phosphatidylinositol signaling system"	
kegg	IQGAP1	hsa04520	"Adherens junction"	
kegg	IQGAP1	hsa04810	"Regulation of actin cytoskeleton"	
kegg	IQGAP2	hsa04810	"Regulation of actin cytoskeleton"	
kegg	IQGAP3	hsa04810	"Regulation of actin cytoskeleton"	
kegg	IQSEC1	hsa04144	Endocytosis	
kegg	IQSEC2	hsa04144	Endocytosis	
kegg	IQSEC3	hsa04144	Endocytosis	
kegg	IRAK1	hsa04210	Apoptosis	
kegg	IRAK1	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IRAK1	hsa04722	"Neurotrophin signaling pathway"	
kegg	IRAK1	hsa05140	Leishmaniasis	
kegg	IRAK1	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	IRAK1	hsa05145	Toxoplasmosis	
kegg	IRAK2	hsa04210	Apoptosis	
kegg	IRAK2	hsa04722	"Neurotrophin signaling pathway"	
kegg	IRAK3	hsa04210	Apoptosis	
kegg	IRAK3	hsa04722	"Neurotrophin signaling pathway"	
kegg	IRF1	hsa05160	"Hepatitis C"	
kegg	IRF3	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IRF3	hsa04622	"RIG-I-like receptor signaling pathway"	
kegg	IRF3	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	IRF3	hsa05160	"Hepatitis C"	
kegg	IRF5	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IRF7	hsa04620	"Toll-like receptor signaling pathway"	
kegg	IRF7	hsa04622	"RIG-I-like receptor signaling pathway"	
kegg	IRF7	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	IRF7	hsa05160	"Hepatitis C"	
kegg	IRF9	hsa04380	"Osteoclast differentiation"	
kegg	IRF9	hsa04630	"Jak-STAT signaling pathway"	
kegg	IRF9	hsa05160	"Hepatitis C"	
kegg	IRGM	hsa05145	Toxoplasmosis	
kegg	IRS1	hsa04722	"Neurotrophin signaling pathway"	
kegg	IRS1	hsa04910	"Insulin signaling pathway"	
kegg	IRS1	hsa04920	"Adipocytokine signaling pathway"	
kegg	IRS1	hsa04930	"Type II diabetes mellitus"	
kegg	IRS1	hsa04960	"Aldosterone-regulated sodium reabsorption"	
kegg	IRS2	hsa04722	"Neurotrophin signaling pathway"	
kegg	IRS2	hsa04910	"Insulin signaling pathway"	
kegg	IRS2	hsa04920	"Adipocytokine signaling pathway"	
kegg	IRS2	hsa04930	"Type II diabetes mellitus"	
kegg	IRS2	hsa04960	"Aldosterone-regulated sodium reabsorption"	
kegg	IRS4	hsa04722	"Neurotrophin signaling pathway"	
kegg	IRS4	hsa04910	"Insulin signaling pathway"	
kegg	IRS4	hsa04920	"Adipocytokine signaling pathway"	
kegg	IRS4	hsa04930	"Type II diabetes mellitus"	
kegg	IRS4	hsa04960	"Aldosterone-regulated sodium reabsorption"	
kegg	ISG15	hsa04622	"RIG-I-like receptor signaling pathway"	
kegg	ISY1	hsa03040	Spliceosome	
kegg	ISYNA1	hsa00562	"Inositol phosphate metabolism"	
kegg	ISYNA1	hsa01100	"Metabolic pathways"	
kegg	ITCH	hsa04120	"Ubiquitin mediated proteolysis"	
kegg	ITCH	hsa04144	Endocytosis	
kegg	ITGA1	hsa04510	"Focal adhesion"	
kegg	ITGA1	hsa04512	"ECM-receptor interaction"	
kegg	ITGA1	hsa04640	"Hematopoietic cell lineage"	
kegg	ITGA1	hsa04810	"Regulation of actin cytoskeleton"	
kegg	ITGA1	hsa05410	"Hypertrophic cardiomyopathy (HCM)"	
kegg	ITGA1	hsa05412	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	
kegg	ITGA1	hsa05414	"Dilated cardiomyopathy"	
kegg	ITGA10	hsa04510	"Focal adhesion"	
kegg	ITGA10	hsa04512	"ECM-receptor interaction"	
kegg	ITGA10	hsa04810	"Regulation of actin cytoskeleton"	
kegg	ITGA10	hsa05410	"Hypertrophic cardiomyopathy (HCM)"	
kegg	ITGA10	hsa05412	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	
kegg	ITGA10	hsa05414	"Dilated cardiomyopathy"	
kegg	ITGA11	hsa04510	"Focal adhesion"	
kegg	ITGA11	hsa04512	"ECM-receptor interaction"	
kegg	ITGA11	hsa04810	"Regulation of actin cytoskeleton"	
kegg	ITGA11	hsa05410	"Hypertrophic cardiomyopathy (HCM)"	
kegg	ITGA11	hsa05412	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	
kegg	ITGA11	hsa05414	"Dilated cardiomyopathy"	
kegg	ITGA2	hsa04145	Phagosome	
kegg	ITGA2	hsa04510	"Focal adhesion"	
kegg	ITGA2	hsa04512	"ECM-receptor interaction"	
kegg	ITGA2	hsa04640	"Hematopoietic cell lineage"	
kegg	ITGA2	hsa04810	"Regulation of actin cytoskeleton"	
kegg	ITGA2	hsa05200	"Pathways in cancer"	
kegg	ITGA2	hsa05222	"Small cell lung cancer"	
kegg	ITGA2	hsa05410	"Hypertrophic cardiomyopathy (HCM)"	
kegg	ITGA2	hsa05412	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	
kegg	ITGA2	hsa05414	"Dilated cardiomyopathy"	
kegg	ITGA2B	hsa04510	"Focal adhesion"	
kegg	ITGA2B	hsa04512	"ECM-receptor interaction"	
kegg	ITGA2B	hsa04640	"Hematopoietic cell lineage"	
kegg	ITGA2B	hsa04810	"Regulation of actin cytoskeleton"	
kegg	ITGA2B	hsa05200	"Pathways in cancer"	
kegg	ITGA2B	hsa05222	"Small cell lung cancer"	
kegg	ITGA2B	hsa05410	"Hypertrophic cardiomyopathy (HCM)"	
kegg	ITGA2B	hsa05412	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	
kegg	ITGA2B	hsa05414	"Dilated cardiomyopathy"	
kegg	ITGA3	hsa04510	"Focal adhesion"	
kegg	ITGA3	hsa04512	"ECM-receptor interaction"	
kegg	ITGA3	hsa04640	"Hematopoietic cell lineage"	
kegg	ITGA3	hsa04810	"Regulation of actin cytoskeleton"	
kegg	ITGA3	hsa05200	"Pathways in cancer"	
kegg	ITGA3	hsa05222	"Small cell lung cancer"	
kegg	ITGA3	hsa05410	"Hypertrophic cardiomyopathy (HCM)"	
kegg	ITGA3	hsa05412	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	
kegg	ITGA3	hsa05414	"Dilated cardiomyopathy"	
kegg	ITGA4	hsa04510	"Focal adhesion"	
kegg	ITGA4	hsa04512	"ECM-receptor interaction"	
